Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Lab Contact	Phage Type	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	Differences	ST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC900 (ceBG)	HC2000 (Super-lineage)	HC2600	HC2850 (subsp.)
SAL_RA2450AA	1705S48857	ERR2599655;ILLUMINA;Paired;500;ERX2615964;;	SAL_RA2450AA	Human	Human	Homo sapiens	2017	5			Europe	Denmark					99999	99999	Agona				STATENS SERUM INSTITUT			PRJEB26717	ERP108726	SAMEA4693582	ERS2513761	2018-07-04	2018-07-03	NaN	132993	132993	132992	132992	132992	419	29	29	28	28	28	28	28	2
SAL_RA2451AA	1706F17922	ERR2599654;ILLUMINA;Paired;500;ERX2615963;;	SAL_RA2451AA	Human	Human	Homo sapiens	2017	6			Europe	Denmark					99999	99999	Agona				STATENS SERUM INSTITUT			PRJEB26717	ERP108726	SAMEA4693581	ERS2513760	2018-07-04	2018-07-03	NaN	132994	132993	132992	132992	132992	419	29	29	28	28	28	28	28	2
SAL_RA2452AA	1706H44746	ERR2599653;ILLUMINA;Paired;500;ERX2615962;;	SAL_RA2452AA	Human	Human	Homo sapiens	2017	6			Europe	Denmark					99999	99999	Agona				STATENS SERUM INSTITUT			PRJEB26717	ERP108726	SAMEA4693580	ERS2513759	2018-07-04	2018-07-03	NaN	132995	132995	132992	132992	132992	419	29	29	28	28	28	28	28	2
SAL_RA2453AA	1706H45773	ERR2599652;ILLUMINA;Paired;500;ERX2615961;;	SAL_RA2453AA	Human	Human	Homo sapiens	2017	6			Europe	Denmark					99999	99999	Agona				STATENS SERUM INSTITUT			PRJEB26717	ERP108726	SAMEA4693579	ERS2513758	2018-07-04	2018-07-03	NaN	132997	132993	132992	132992	132992	419	29	29	28	28	28	28	28	2
SAL_RA2454AA	1706T55154	ERR2599651;ILLUMINA;Paired;500;ERX2615960;;	SAL_RA2454AA	Human	Human	Homo sapiens	2017	6			Europe	Denmark					99999	99999	Agona				STATENS SERUM INSTITUT			PRJEB26717	ERP108726	SAMEA4693578	ERS2513757	2018-07-04	2018-07-03	NaN	132994	132993	132992	132992	132992	419	29	29	28	28	28	28	28	2
SAL_RA2455AA	1706F19609	ERR2599650;ILLUMINA;Paired;500;ERX2615959;;	SAL_RA2455AA	Human	Human	Homo sapiens	2017	6			Europe	Denmark					99999	99999	Agona				STATENS SERUM INSTITUT			PRJEB26717	ERP108726	SAMEA4693577	ERS2513756	2018-07-04	2018-07-03	NaN	132998	132998	132992	132992	132992	419	29	29	28	28	28	28	28	2
SAL_RA2456AA	1706M52807	ERR2599649;ILLUMINA;Paired;500;ERX2615958;;	SAL_RA2456AA	Human	Human	Homo sapiens	2017	6			Europe	Denmark					99999	99999	Agona				STATENS SERUM INSTITUT			PRJEB26717	ERP108726	SAMEA4693576	ERS2513755	2018-07-04	2018-07-03	NaN	133009	132998	132992	132992	132992	419	29	29	28	28	28	28	28	2
SAL_RA3268AA	387533	SRR7475431;ILLUMINA;Paired;;SRX4344928;;	SAL_RA3268AA	Human	Human	Homo sapiens; human	2017	6			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09611918	SRS3504978	2018-07-06	2018-07-06	NaN	135353	135353	132992	132992	132992	419	29	29	28	28	28	28	28	2
SAL_RA2421AA	1306H57878	ERR2599684;ILLUMINA;Paired;500;ERX2615993;;	SAL_RA2421AA	Human	Human	Homo sapiens	2013	6			Europe	Denmark					99999	99999	Agona				STATENS SERUM INSTITUT			PRJEB26717	ERP108726	SAMEA4693611	ERS2513790	2018-07-04	2018-07-03	NaN	133001	133001	133001	133001	133001	133001	29	29	28	28	28	28	28	2
SAL_RA2443AA	1411S5999	ERR2599662;ILLUMINA;Paired;500;ERX2615971;;	SAL_RA2443AA	Human	Human	Homo sapiens	2014	11			Europe	Denmark					99999	99999	Agona				STATENS SERUM INSTITUT			PRJEB26717	ERP108726	SAMEA4693589	ERS2513768	2018-07-04	2018-07-03	NaN	133008	133008	133008	133008	133008	419	29	29	28	28	28	28	28	2
SAL_RA2761AA	348043	SRR7468887;ILLUMINA;Paired;;SRX4338655;;	SAL_RA2761AA	Human	Human	Homo sapiens; human	2013	11			Europe	United Kingdom							Unnamed	I			Public Health England			PRJNA248792	SRP042645	SAMN09557483	SRS3499569	2018-07-04	2018-07-04	NaN	133021	133021	133021	133021	133021	419	29	29	28	28	28	28	28	2
SAL_QA9440AA	250758	SRR7444045;ILLUMINA;Paired;;SRX4314584;;	SAL_QA9440AA	Human	Human	Homo sapiens; human	2016	5			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09504372	SRS3473754	2018-06-28	2018-06-28	NaN	133240	133240	133240	133240	133240	73807	6958	29	28	28	28	28	28	2
SAL_VA1091AA	511842	SRR8509056;ILLUMINA;Paired;;SRX5312714;;	SAL_VA1091AA	Human	Human	Homo sapiens; human	2018	3			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN10848627	SRS4309926	2019-01-31	2019-01-31	NaN	166824	166824	166824	166824	133240	73807	6958	29	28	28	28	28	28	2
SAL_VA8620AA	330440	SRR8650360;ILLUMINA;Paired;;SRX5448073;;	SAL_VA8620AA	Human	Human	Homo sapiens; human	2017	1			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN11031520	SRS4424968	2019-03-02	2019-03-01	NaN	172597	172597	172597	172597	133240	73807	6958	29	28	28	28	28	28	2
SAL_SA1427AA	NJ08.122	traces-0vTzptU;ILLUMINA;Paired;;;;	SAL_SA1427AA	Human	Human		2008				Asia	Taiwan							Agona				M. Achtman		Chien-Shun Chiou (CDC, Taiwan)					2018-08-15	2018-10-09	NaN	133840	133840	133840	133840	133840	419	29	29	28	28	28	28	28	2
SAL_SA2144AA	0611W34312	traces-0omiTgb;ILLUMINA;Paired;;;;	SAL_SA2144AA	Human	Human		2006				Europe	Denmark							O:4,12; H:-:-				M. Achtman		M. Torpdahl (SSI, Denmark)					2018-08-15	2018-10-09	NaN	133910	133910	133910	133910	133910	419	29	29	28	28	28	28	28	2
SAL_SA1830AA	20080754	traces-0hzWFDC;ILLUMINA;Paired;;;;	SAL_SA1830AA	Human	Human	Gut	2008				Europe	Scotland							Agona				M. Achtman		D. Brown (Scotland)					2018-08-15	2018-10-09	NaN	134277	134277	134277	134277	134277	134277	29	29	28	28	28	28	28	2
SAL_SA1829AA	20061425	traces-0iAHwbE;ILLUMINA;Paired;;;;	SAL_SA1829AA	Human	Human	Gut	2006				Europe	Scotland							Agona				M. Achtman		D. Brown (Scotland)					2018-08-15	2018-10-09	NaN	134278	134278	134278	134278	134278	134278	29	29	28	28	28	28	28	2
SAL_SA2819AA	SMG-18-1398	traces-0mphBwE;ILLUMINA;Paired;;NA;;	SAL_SA2819AA								Europe	United Kingdom	Scotland										D. Brown (Scotland)							2018-08-24	2019-02-26	NaN	134509	134509	134509	134509	134509	134509	29	29	28	28	28	28	28	2
SAL_RA1984AA	sam_8b55db79-2e89-45d5-a9a1-8092f0a17964	ERR2612746;ILLUMINA;Paired;500;ERX2629401;;	SAL_RA1984AA	Human	Human	Homo sapiens	2018				Europe	Ireland							Agona	I			EBI			PRJEB18998	ERP020979	SAMEA4708254	ERS2528413	2018-07-04	2018-07-04	NaN	134528	134528	134528	134528	134528	134528	29	29	28	28	28	28	28	2
SAL_WA0607AA	190789	SRR8704613;ILLUMINA;Paired;;SRX5500123;;	SAL_WA0607AA	Human	Human	Homo sapiens; human	2015	11			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN11095673	SRS4469315	2019-03-11	2019-03-10	NaN	173930	173930	173930	173930	134528	134528	29	29	28	28	28	28	28	2
SAL_RA1988AA	sam_997f2e98-28ae-496a-bdd7-14b549d092b4	ERR2612537;ILLUMINA;Paired;500;ERX2629192;;	SAL_RA1988AA	Human	Human	Homo sapiens	2018				Europe	Ireland							Agona	I			EBI			PRJEB18998	ERP020979	SAMEA4708044	ERS2528204	2018-07-04	2018-07-04	NaN	134533	134533	134533	134533	134533	134533	29	29	28	28	28	28	28	2
SAL_RA2813AA	FSIS11811253	SRR7471691;ILLUMINA;Paired;300;SRX4341336;;	SAL_RA2813AA	Livestock	Bovine	product-raw-intact-beef	2018				North America	United States	California						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN09545728	SRS3502017	2018-07-05	2018-07-05	NaN	134984	134984	134984	134984	134984	26494	29	29	28	28	28	28	28	2
SAL_RA3274AA	294776	SRR7475425;ILLUMINA;Paired;;SRX4344922;;	SAL_RA3274AA	Human	Human	Homo sapiens; human	2016	9			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09612160	SRS3505062	2018-07-06	2018-07-06	NaN	135357	135357	135357	135357	135357	85265	29	29	28	28	28	28	28	2
SAL_RA3658AA	456195	SRR7480393;ILLUMINA;Paired;;SRX4349834;;	SAL_RA3658AA	Human	Human	Homo sapiens; human	2017	12			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09624398	SRS3509445	2018-07-08	2018-07-07	NaN	135543	135543	135543	135543	135543	135543	29	29	28	28	28	28	28	2
SAL_SA9528AA	440167	SRR7910410;ILLUMINA;Paired;;SRX4746489;;	SAL_SA9528AA	Human	Human	Homo sapiens; human	2017	10			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN10140064	SRS3826778	2018-09-28	2018-09-28	NaN	145436	145436	135543	135543	135543	135543	29	29	28	28	28	28	28	2
SAL_RA4025AA	459905	SRR7495599;ILLUMINA;Paired;;SRX4365040;;	SAL_RA4025AA	Human	Human	Homo sapiens; human	2017	12			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09628747	SRS3524539	2018-07-09	2018-07-08	NaN	135725	135725	135725	135725	135725	135725	29	29	28	28	28	28	28	2
SAL_RA5811AA	178635	SRR7506440;ILLUMINA;Paired;;SRX4375786;;	SAL_RA5811AA				2015	10			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09637634	SRS3533067	2018-07-12	2018-07-12	NaN	136535	136535	136535	136535	136535	419	29	29	28	28	28	28	28	2
SAL_SA7559AA	178634	SRR7879377;ILLUMINA;Paired;;SRX4718020;;	SAL_SA7559AA				2015	10			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN10093801	SRS3803544	2018-09-20	2018-09-20	NaN	144224	144224	144224	136535	136535	419	29	29	28	28	28	28	28	2
SAL_XA3453AA	748870	SRR9261057;ILLUMINA;Paired;;SRX6031497;;	SAL_XA3453AA	Human	Human	Homo sapiens; human	2019	5			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN12009387	SRS4935066	2019-06-11	2019-06-11	NaN	184718	184718	184718	136535	136535	419	29	29	28	28	28	28	28	2
SAL_RA2420AA	1510T44974	ERR2599685;ILLUMINA;Paired;500;ERX2615994;;	SAL_RA2420AA	Human	Human	Homo sapiens	2015	10			Europe	Denmark					99999	99999	Agona				STATENS SERUM INSTITUT			PRJEB26717	ERP108726	SAMEA4693612	ERS2513791	2018-07-04	2018-07-03	NaN	136927	136927	136927	136927	136927	419	29	29	28	28	28	28	28	2
SAL_ZA1443AA	798648	SRR10081863;ILLUMINA;Paired;;SRX6814880;;	SAL_ZA1443AA	Human	Human	Homo sapiens; human	2019	8			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN12710208	SRS5358727	2019-09-08	2019-09-07	NaN	200805	200805	200805	200805	136927	419	29	29	28	28	28	28	28	2
SAL_RA2419AA	0305F12290	ERR2599686;ILLUMINA;Paired;500;ERX2615995;;	SAL_RA2419AA	Human	Human	Homo sapiens	2003	5			Europe	Denmark					99999	99999	Agona				STATENS SERUM INSTITUT			PRJEB26717	ERP108726	SAMEA4693613	ERS2513792	2018-07-04	2018-07-03	NaN	136931	136931	136931	136931	136931	419	29	29	28	28	28	28	28	2
SAL_RA9222AA	OSF084083	SRR7634366;ILLUMINA;Paired;500;SRX4498095;;	SAL_RA9222AA	ND	ND/Others	Environmental sponge	2013				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN09745929	SRS3618997	2018-08-02	2018-08-01	NaN	137001	137001	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_RA9266AA	OSF084081	SRR7634290;ILLUMINA;Paired;500;SRX4498019;;	SAL_RA9266AA	Animal Feed	Unspecified Meat	kibble:foodon_00002945; animal feed; kibble	2013				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN09745934	SRS3618928	2018-08-02	2018-08-01	NaN	136993	136993	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_RA9293AA	OSF084082	SRR7634248;ILLUMINA;Paired;500;SRX4497977;;	SAL_RA9293AA	Environment	Soil/Dust	environmental swab	2013				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN09745932	SRS3618896	2018-08-02	2018-08-01	NaN	139083	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_RA9356AA	OSF084087	SRR7634112;ILLUMINA;Paired;500;SRX4497841;;	SAL_RA9356AA	Environment	Soil/Dust	environmental swab	2013				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN09745941	SRS3618771	2018-08-02	2018-08-01	NaN	139134	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_RA9369AA	OSF084038	SRR7638865;ILLUMINA;Paired;500;SRX4502408;;	SAL_RA9369AA	ND	ND/Others	Environmental sponge	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN09756384	SRS3623162	2018-08-02	2018-08-02	NaN	139134	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_RA9370AA	OSF084184	SRR7638864;ILLUMINA;Paired;500;SRX4502407;;	SAL_RA9370AA	ND	ND/Others	Environmental sponge	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN09761374	SRS3623160	2018-08-02	2018-08-02	NaN	139134	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_RA9373AA	OSF084183	SRR7638861;ILLUMINA;Paired;500;SRX4502404;;	SAL_RA9373AA	ND	ND/Others	Environmental sponge	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN09761387	SRS3623157	2018-08-02	2018-08-02	NaN	139134	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_RA9380AA	OSF084055	SRR7638854;ILLUMINA;Paired;500;SRX4502397;;	SAL_RA9380AA	Animal Feed	Unspecified Meat	kibble:foodon_00002945; animal feed; kibble	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN09756411	SRS3623151	2018-08-02	2018-08-02	NaN	140168	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_RA9382AA	OSF084189	SRR7638852;ILLUMINA;Paired;500;SRX4502395;;	SAL_RA9382AA	Animal Feed	Unspecified Meat	kibble:foodon_00002945; animal feed; kibble	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN09761300	SRS3623149	2018-08-02	2018-08-02	NaN	139133	139133	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_RA9384AA	OSF084054	SRR7638850;ILLUMINA;Paired;500;SRX4502393;;	SAL_RA9384AA	Animal Feed	Unspecified Meat	kibble:foodon_00002945; animal feed; kibble	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN09756412	SRS3623146	2018-08-02	2018-08-02	NaN	139134	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_RA9386AA	OSF084048	SRR7638848;ILLUMINA;Paired;500;SRX4502391;;	SAL_RA9386AA	Animal Feed	Unspecified Meat	kibble:foodon_00002945; animal feed; kibble	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN09756434	SRS3623145	2018-08-02	2018-08-02	NaN	139134	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_RA9388AA	OSF084047	SRR7638846;ILLUMINA;Paired;500;SRX4502389;;	SAL_RA9388AA	Animal Feed	Unspecified Meat	kibble:foodon_00002945; animal feed; kibble	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN09756435	SRS3623143	2018-08-02	2018-08-02	NaN	139134	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_RA9872AA	OSF084222	SRR7647950;ILLUMINA;Paired;500;SRX4510891;;	SAL_RA9872AA	ND	ND/Others	Environmental sponge	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN09755703	SRS3630220	2018-08-06	2018-08-06	NaN	139271	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_RA9882AA	OSF084237	SRR7647908;ILLUMINA;Paired;500;SRX4510849;;	SAL_RA9882AA	Environment	Soil/Dust	swab	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN09755645	SRS3630198	2018-08-06	2018-08-06	NaN	139249	139249	139249	136993	136993	419	29	29	28	28	28	28	28	2
SAL_RA9883AA	OSF084223	SRR7647906;ILLUMINA;Paired;500;SRX4510847;;	SAL_RA9883AA	ND	ND/Others	Environmental sponge	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN09755701	SRS3630199	2018-08-06	2018-08-06	NaN	139250	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_RA9892AA	OSF084236	SRR7647873;ILLUMINA;Paired;500;SRX4510813;;	SAL_RA9892AA	Environment	Soil/Dust	swab	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN09755677	SRS3630165	2018-08-06	2018-08-06	NaN	139255	139255	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_TA6983AA	OSF087701	SRR8176595;ILLUMINA;Paired;500;SRX4996711;;	SAL_TA6983AA	Environment	Soil/Dust	swab	2018				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN10395462	SRS4031734	2018-11-09	2018-11-08	NaN	139134	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_TA6991AA	OSF087718	SRR8176587;ILLUMINA;Paired;500;SRX4996703;;	SAL_TA6991AA	Environment	Soil/Dust	swab	2018				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN10395407	SRS4031727	2018-11-09	2018-11-08	NaN	139134	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_TA6994AA	OSF087688	SRR8176584;ILLUMINA;Paired;500;SRX4996700;;	SAL_TA6994AA	Aquatic Animal	Shellfish	sponge	2018				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN10395475	SRS4031724	2018-11-09	2018-11-08	NaN	139134	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_TA6998AA	OSF087681	SRR8176580;ILLUMINA;Paired;500;SRX4996696;;	SAL_TA6998AA	Animal Feed	ND/Others	pet food:foodon_00002682; animal feed; pet food ingredient	2018				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN10395586	SRS4031721	2018-11-09	2018-11-08	NaN	139134	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_TA7020AA	OSF087703	SRR8176551;ILLUMINA;Paired;500;SRX4996667;;	SAL_TA7020AA	Environment	Soil/Dust	swab	2018				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN10395477	SRS4031694	2018-11-09	2018-11-08	NaN	151444	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_TA7038AA	OSF087708	SRR8176521;ILLUMINA;Paired;500;SRX4996637;;	SAL_TA7038AA	Environment	Soil/Dust	swab	2018				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN10395382	SRS4031664	2018-11-09	2018-11-08	NaN	151459	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_TA7153AA	OSF087690	SRR8176714;ILLUMINA;Paired;500;SRX4996830;;	SAL_TA7153AA	Animal Feed	ND/Others	pet food:foodon_00002682; animal feed; pet food ingredient	2018				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN10395461	SRS4031843	2018-11-09	2018-11-08	NaN	151553	151553	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_TA7156AA	OSF087685	SRR8176709;ILLUMINA;Paired;500;SRX4996825;;	SAL_TA7156AA	Aquatic Animal	Shellfish	sponge	2018				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN10395596	SRS4031840	2018-11-09	2018-11-08	NaN	151556	151556	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_TA7162AA	OSF087700	SRR8176672;ILLUMINA;Paired;500;SRX4996788;;	SAL_TA7162AA	Environment	Soil/Dust	swab	2018				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN10395460	SRS4031803	2018-11-09	2018-11-08	NaN	139134	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_TA7163AA	OSF087702	SRR8176671;ILLUMINA;Paired;500;SRX4996787;;	SAL_TA7163AA	Animal Feed	ND/Others	pet food:foodon_00002682; animal feed; pet food ingredient	2018				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN10395471	SRS4031802	2018-11-09	2018-11-08	NaN	151559	151559	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_TA7165AA	OSF087686	SRR8176668;ILLUMINA;Paired;500;SRX4996784;;	SAL_TA7165AA	Environment	Soil/Dust	swab	2018				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN10395468	SRS4031799	2018-11-09	2018-11-08	NaN	151556	151556	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_TA7172AA	OSF087682	SRR8176657;ILLUMINA;Paired;500;SRX4996773;;	SAL_TA7172AA	Animal Feed	ND/Others	pet food:foodon_00002682; animal feed; pet food ingredient	2018				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN10395587	SRS4031790	2018-11-09	2018-11-08	NaN	151564	151564	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_TA7180AA	OSF087687	SRR8176642;ILLUMINA;Paired;500;SRX4996758;;	SAL_TA7180AA	Animal Feed	ND/Others	pet food:foodon_00002682; animal feed; pet food ingredient	2018				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN10395501	SRS4031779	2018-11-09	2018-11-08	NaN	151556	151556	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_WA3484AA	OSF084247	SRR8778561;ILLUMINA;Paired;500;SRX5568641;;	SAL_WA3484AA	ND	ND/Others	Environmental sponge	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN09755672	SRS4531577	2019-03-25	2019-03-25	NaN	176649	176649	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_WA3485AA	OSF084248	SRR8778560;ILLUMINA;Paired;500;SRX5568635;;	SAL_WA3485AA	ND	ND/Others	Environmental sponge	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN09755668	SRS4531572	2019-03-25	2019-03-25	NaN	176650	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_WA3487AA	OSF087465	SRR8778518;ILLUMINA;Paired;500;SRX5568597;;	SAL_WA3487AA	Environment	Soil/Dust	environmental swab	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN10396119	SRS4531538	2019-03-25	2019-03-25	NaN	176653	176653	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_WA3499AA	OSF087441	SRR8777564;ILLUMINA;Paired;500;SRX5567643;;	SAL_WA3499AA	Animal Feed	Unspecified Meat	kibble:foodon_00002945; animal feed; kibble	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN10396080	SRS4530584	2019-03-25	2019-03-25	NaN	139134	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_WA3525AA	OSF087585	SRR8782599;ILLUMINA;Paired;500;SRX5572568;;	SAL_WA3525AA	Environment	Soil/Dust	swab	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN10395529	SRS4535479	2019-03-25	2019-03-25	NaN	139134	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_WA3529AA	OSF087466	SRR8782594;ILLUMINA;Paired;500;SRX5572563;;	SAL_WA3529AA	Environment	Soil/Dust	environmental swab	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN10396061	SRS4535475	2019-03-25	2019-03-25	NaN	139134	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_WA3530AA	OSF087504	SRR8782593;ILLUMINA;Paired;500;SRX5572562;;	SAL_WA3530AA	Environment	Soil/Dust	environmental swab	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN10396108	SRS4535474	2019-03-25	2019-03-25	NaN	176829	176829	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_WA3559AA	OSF087505	SRR8782401;ILLUMINA;Paired;500;SRX5572391;;	SAL_WA3559AA	Environment	Soil/Dust	environmental swab	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN10396128	SRS4535304	2019-03-25	2019-03-25	NaN	139134	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_WA3578AA	OSF087602	SRR8782366;ILLUMINA;Paired;500;SRX5572356;;	SAL_WA3578AA	Environment	Soil/Dust	swab	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN10395544	SRS4535271	2019-03-25	2019-03-25	NaN	176770	176770	136993	136993	136993	419	29	29	28	28	28	28	28	2
SAL_WA3584AA	OSF087576	SRR8782359;ILLUMINA;Paired;500;SRX5572349;;	SAL_WA3584AA	Animal Feed	ND/Others	pet food:foodon_00002682; animal feed; pet food ingredient	2017				North America	United States	South Carolina										FDA Center for Food Safety and Applied Nutrition			PRJNA186035	SRP018785	SAMN10395941	SRS4535264	2019-03-25	2019-03-25	NaN	176782	139083	136993	136993	136993	419	29	29	28	28	28	28	28	2
