Query	Subject	Percent identity	Length	Mismatches	Gaps	Query start	Query end	Subject start	Subject end	Expect value	Bit score
NODE_4_length_360703_cov_6.698068	IncX-SG17-135.gb	100	16	0	0	176113	176128	8043	8058	8.4	30.1
NODE_4_length_360703_cov_6.698068	IncX-SG17-135.gb	90.476	21	2	0	125265	125285	9437	9417	8.4	30.1
NODE_4_length_360703_cov_6.698068	IncX-SG17-135.gb	100	16	0	0	352505	352520	9554	9569	8.4	30.1
NODE_4_length_360703_cov_6.698068	IncX-SG17-135.gb	94.737	19	1	0	31955	31973	9573	9555	8.4	30.1
NODE_4_length_360703_cov_6.698068	IncX-SG17-135.gb	74.468	47	9	1	127118	127164	10303	10260	8.4	30.1
NODE_4_length_360703_cov_6.698068	IncX-SG17-135.gb	95.238	21	0	1	58614	58633	10744	10724	8.4	30.1
NODE_4_length_360703_cov_6.698068	IncX-SG17-135.gb	100	16	0	0	257495	257510	15701	15716	8.4	30.1
NODE_4_length_360703_cov_6.698068	IncX-SG17-135.gb	100	16	0	0	150526	150541	20224	20209	8.4	30.1
NODE_4_length_360703_cov_6.698068	IncX-SG17-135.gb	94.737	19	1	0	358830	358848	22596	22614	8.4	30.1
NODE_4_length_360703_cov_6.698068	IncX-SG17-135.gb	88.462	26	2	1	241199	241223	22920	22895	8.4	30.1
NODE_50_length_1129_cov_23.407088	IncX-SG17-135.gb	100	13	0	0	110	122	12959	12947	1.1	24.7
NODE_50_length_1129_cov_23.407088	IncX-SG17-135.gb	100	12	0	0	160	171	260	249	3.8	22.9
NODE_50_length_1129_cov_23.407088	IncX-SG17-135.gb	100	12	0	0	820	831	13878	13867	3.8	22.9
NODE_50_length_1129_cov_23.407088	IncX-SG17-135.gb	100	12	0	0	645	656	15349	15338	3.8	22.9
NODE_50_length_1129_cov_23.407088	IncX-SG17-135.gb	100	12	0	0	868	879	17868	17879	3.8	22.9
NODE_50_length_1129_cov_23.407088	IncX-SG17-135.gb	100	12	0	0	868	879	18537	18548	3.8	22.9
NODE_50_length_1129_cov_23.407088	IncX-SG17-135.gb	93.333	15	1	0	1065	1079	19364	19378	3.8	22.9
NODE_50_length_1129_cov_23.407088	IncX-SG17-135.gb	94.118	17	0	1	220	236	23252	23267	3.8	22.9
NODE_51_length_894_cov_19.933251	IncX-SG17-135.gb	100	14	0	0	660	673	12574	12561	0.25	26.5
NODE_51_length_894_cov_19.933251	IncX-SG17-135.gb	100	12	0	0	514	525	22849	22860	3	22.9
NODE_51_length_894_cov_19.933251	IncX-SG17-135.gb	100	12	0	0	514	525	24924	24935	3	22.9
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	100	864	0	0	1	864	24838	25701	0	1559
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	96.279	215	8	0	650	864	25598	25812	1.32E-99	352
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	95.814	215	9	0	650	864	25894	26108	5.61E-98	347
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	95.814	215	9	0	650	864	26005	26219	5.61E-98	347
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	94.884	215	11	0	650	864	25635	25849	2.90E-95	338
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	94.884	215	11	0	650	864	26042	26256	2.90E-95	338
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	93.953	215	13	0	650	864	25931	26145	1.50E-92	329
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	93.488	215	14	0	650	864	25561	25775	1.83E-91	325
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	93.488	215	14	0	650	864	25709	25923	1.83E-91	325
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	93.488	215	14	0	650	864	25746	25960	1.83E-91	325
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	93.488	215	14	0	650	864	26116	26330	1.83E-91	325
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	93.488	215	14	0	650	864	26153	26367	1.83E-91	325
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	93.023	215	15	0	650	864	25820	26034	7.79E-90	320
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	93.023	215	15	0	650	864	25857	26071	7.79E-90	320
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	93.023	215	15	0	650	864	25968	26182	7.79E-90	320
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	91.628	215	18	0	650	864	25672	25886	4.92E-86	307
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	91.628	215	18	0	650	864	25783	25997	4.92E-86	307
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	91.628	215	18	0	650	864	26079	26293	4.92E-86	307
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	99.367	158	1	0	1	158	22763	22920	6.84E-78	280
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	90.64	203	19	0	650	852	26190	26392	6.84E-78	280
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	95.035	141	7	0	724	864	25487	25627	1.61E-60	223
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	91.473	129	11	0	650	778	26264	26392	1.41E-48	183
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	94.03	67	4	0	798	864	25487	25553	1.09E-24	104
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	92.727	55	4	0	650	704	26338	26392	3.55E-18	82.4
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	100	19	0	0	141	159	23956	23938	4.62E-04	35.6
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	100	12	0	0	504	515	15294	15305	2.9	22.9
NODE_52_length_864_cov_14.625160	IncX-SG17-135.gb	100	12	0	0	29	40	22623	22612	2.9	22.9
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	95.843	890	23	1	1	876	26827	25938	0	1456
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	92.088	455	22	1	436	876	25985	25531	0	675
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	90.989	455	27	1	436	876	26096	25642	0	654
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	90.989	455	27	1	436	876	26281	25827	0	654
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	89.231	455	35	1	436	876	26170	25716	2.11E-179	618
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	95.778	379	16	0	436	814	25874	25496	8.98E-178	612
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	88.791	455	37	1	436	876	26022	25568	1.09E-176	609
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	88.791	455	37	1	436	876	26207	25753	1.09E-176	609
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	87.912	455	41	1	436	876	26318	25864	2.94E-171	590
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	88.383	439	28	1	436	874	25911	25496	5.31E-168	580
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	93.162	351	24	0	436	786	25837	25487	1.03E-151	526
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	89.101	367	17	1	510	876	26392	26049	1.43E-143	499
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	94.224	277	16	0	436	712	25763	25487	2.12E-122	428
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	85.408	233	20	1	658	876	26392	26160	5.69E-79	284
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	90.64	203	19	0	436	638	25689	25487	6.93E-78	280
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	91.473	129	11	0	436	564	25615	25487	1.43E-48	183
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	82.39	159	14	1	732	876	26392	26234	6.09E-47	178
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	92.727	55	4	0	436	490	25541	25487	3.60E-18	82.4
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	94.231	52	3	0	825	876	26359	26308	1.26E-17	80.6
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	89.583	48	5	0	829	876	26392	26345	9.66E-13	64.4
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	95.455	22	1	0	825	846	25508	25487	4.69E-04	35.6
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	78.378	37	6	1	52	86	27475	27511	0.07	28.3
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	100	12	0	0	241	252	2006	2017	3	22.9
NODE_53_length_837_cov_19.889628	IncX-SG17-135.gb	100	12	0	0	22	33	11252	11263	3	22.9
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	100	820	0	0	1	820	17474	18293	0	1480
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	100	669	0	0	152	820	18294	18962	0	1207
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	82.759	29	5	0	1	29	15555	15527	0.019	30.1
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	100	14	0	0	807	820	15542	15555	0.23	26.5
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	100	14	0	0	807	820	17487	17474	0.23	26.5
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	100	14	0	0	1	14	18293	18280	0.23	26.5
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	100	14	0	0	1	14	18962	18949	0.23	26.5
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	93.75	16	1	0	49	64	2996	3011	0.79	24.7
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	84	25	3	1	730	754	14790	14813	0.79	24.7
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	93.333	15	1	0	311	325	5152	5166	2.8	22.9
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	100	12	0	0	41	52	12760	12771	2.8	22.9
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	93.333	15	1	0	53	67	13348	13362	2.8	22.9
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	100	12	0	0	625	636	18109	18098	2.8	22.9
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	100	11	0	0	586	596	780	770	9.7	21.1
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	100	11	0	0	714	724	4509	4519	9.7	21.1
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	100	11	0	0	291	301	4579	4569	9.7	21.1
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	100	11	0	0	419	429	5629	5619	9.7	21.1
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	100	11	0	0	769	779	17555	17545	9.7	21.1
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	100	11	0	0	250	260	17591	17601	9.7	21.1
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	100	11	0	0	118	128	17723	17733	9.7	21.1
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	100	11	0	0	72	82	18252	18242	9.7	21.1
NODE_54_length_820_cov_62.931973	IncX-SG17-135.gb	100	11	0	0	716	726	20785	20795	9.7	21.1
NODE_55_length_768_cov_24.398243	IncX-SG17-135.gb	100	768	0	0	1	768	26743	27510	0	1386
NODE_55_length_768_cov_24.398243	IncX-SG17-135.gb	100	14	0	0	476	489	12598	12611	0.21	26.5
NODE_55_length_768_cov_24.398243	IncX-SG17-135.gb	84.615	26	2	1	733	758	26776	26753	0.21	26.5
NODE_55_length_768_cov_24.398243	IncX-SG17-135.gb	84.615	26	2	1	11	34	27500	27475	0.21	26.5
NODE_55_length_768_cov_24.398243	IncX-SG17-135.gb	84.615	26	0	2	642	667	5577	5598	0.74	24.7
NODE_55_length_768_cov_24.398243	IncX-SG17-135.gb	100	12	0	0	53	64	11263	11252	2.6	22.9
NODE_55_length_768_cov_24.398243	IncX-SG17-135.gb	92.857	14	1	0	177	190	49	62	9	21.1
NODE_55_length_768_cov_24.398243	IncX-SG17-135.gb	92.857	14	1	0	743	756	23016	23029	9	21.1
NODE_57_length_662_cov_45.129983	IncX-SG17-135.gb	100	11	0	0	645	655	4482	4492	7.8	21.1
NODE_57_length_662_cov_45.129983	IncX-SG17-135.gb	100	11	0	0	182	192	14507	14497	7.8	21.1
NODE_57_length_662_cov_45.129983	IncX-SG17-135.gb	100	11	0	0	446	456	14515	14525	7.8	21.1
NODE_57_length_662_cov_45.129983	IncX-SG17-135.gb	100	11	0	0	634	644	15469	15459	7.8	21.1
NODE_57_length_662_cov_45.129983	IncX-SG17-135.gb	100	11	0	0	453	463	25758	25768	7.8	21.1
NODE_57_length_662_cov_45.129983	IncX-SG17-135.gb	100	11	0	0	453	463	25869	25879	7.8	21.1
NODE_57_length_662_cov_45.129983	IncX-SG17-135.gb	100	11	0	0	453	463	26017	26027	7.8	21.1
NODE_57_length_662_cov_45.129983	IncX-SG17-135.gb	100	11	0	0	453	463	26165	26175	7.8	21.1
NODE_57_length_662_cov_45.129983	IncX-SG17-135.gb	100	11	0	0	453	463	26350	26360	7.8	21.1
NODE_57_length_662_cov_45.129983	IncX-SG17-135.gb	100	11	0	0	207	217	26995	26985	7.8	21.1
NODE_5_length_329215_cov_6.195506	IncX-SG17-135.gb	82.353	34	6	0	264566	264599	21593	21626	0.18	35.6
NODE_5_length_329215_cov_6.195506	IncX-SG17-135.gb	85.714	28	4	0	245535	245562	6895	6868	0.63	33.7
NODE_5_length_329215_cov_6.195506	IncX-SG17-135.gb	79.487	39	7	1	20427	20464	746	708	2.2	31.9
NODE_5_length_329215_cov_6.195506	IncX-SG17-135.gb	95	20	1	0	53910	53929	12113	12132	2.2	31.9
NODE_5_length_329215_cov_6.195506	IncX-SG17-135.gb	91.667	24	1	1	130293	130315	17995	17972	2.2	31.9
NODE_5_length_329215_cov_6.195506	IncX-SG17-135.gb	91.667	24	1	1	130293	130315	18664	18641	2.2	31.9
NODE_5_length_329215_cov_6.195506	IncX-SG17-135.gb	94.737	19	1	0	253312	253330	1378	1396	7.6	30.1
NODE_5_length_329215_cov_6.195506	IncX-SG17-135.gb	87.5	24	3	0	230880	230903	4880	4903	7.6	30.1
NODE_5_length_329215_cov_6.195506	IncX-SG17-135.gb	87.5	24	3	0	328257	328280	7236	7213	7.6	30.1
NODE_5_length_329215_cov_6.195506	IncX-SG17-135.gb	90.476	21	2	0	327809	327829	9344	9324	7.6	30.1
NODE_5_length_329215_cov_6.195506	IncX-SG17-135.gb	90.476	21	2	0	326912	326932	9344	9324	7.6	30.1
NODE_5_length_329215_cov_6.195506	IncX-SG17-135.gb	90.476	21	2	0	326720	326740	9344	9324	7.6	30.1
NODE_5_length_329215_cov_6.195506	IncX-SG17-135.gb	90.476	21	2	0	326528	326548	9344	9324	7.6	30.1
NODE_5_length_329215_cov_6.195506	IncX-SG17-135.gb	90.476	21	2	0	326336	326356	9344	9324	7.6	30.1
NODE_5_length_329215_cov_6.195506	IncX-SG17-135.gb	90.476	21	2	0	326144	326164	9344	9324	7.6	30.1
NODE_5_length_329215_cov_6.195506	IncX-SG17-135.gb	79.412	34	7	0	93192	93225	11950	11917	7.6	30.1
NODE_5_length_329215_cov_6.195506	IncX-SG17-135.gb	94.737	19	1	0	274367	274385	14651	14669	7.6	30.1
NODE_5_length_329215_cov_6.195506	IncX-SG17-135.gb	90.476	21	2	0	313767	313787	22504	22484	7.6	30.1
NODE_5_length_329215_cov_6.195506	IncX-SG17-135.gb	82.759	29	5	0	56875	56903	22671	22699	7.6	30.1
NODE_5_length_329215_cov_6.195506	IncX-SG17-135.gb	90.476	21	2	0	27187	27207	22931	22951	7.6	30.1
NODE_5_length_329215_cov_6.195506	IncX-SG17-135.gb	90.476	21	2	0	313767	313787	24579	24559	7.6	30.1
NODE_60_length_617_cov_31.870301	IncX-SG17-135.gb	100	12	0	0	529	540	3392	3381	2.1	22.9
NODE_60_length_617_cov_31.870301	IncX-SG17-135.gb	100	12	0	0	496	507	4644	4633	2.1	22.9
NODE_60_length_617_cov_31.870301	IncX-SG17-135.gb	88.235	17	2	0	489	505	5366	5350	2.1	22.9
NODE_60_length_617_cov_31.870301	IncX-SG17-135.gb	100	12	0	0	61	72	6711	6722	2.1	22.9
NODE_60_length_617_cov_31.870301	IncX-SG17-135.gb	100	11	0	0	307	317	275	265	7.2	21.1
NODE_60_length_617_cov_31.870301	IncX-SG17-135.gb	100	11	0	0	480	490	19173	19183	7.2	21.1
NODE_61_length_558_cov_22.312896	IncX-SG17-135.gb	100	11	0	0	467	477	3311	3301	6.5	21.1
NODE_61_length_558_cov_22.312896	IncX-SG17-135.gb	100	11	0	0	68	78	4482	4492	6.5	21.1
NODE_61_length_558_cov_22.312896	IncX-SG17-135.gb	100	11	0	0	405	415	4526	4536	6.5	21.1
NODE_61_length_558_cov_22.312896	IncX-SG17-135.gb	100	11	0	0	495	505	14211	14201	6.5	21.1
NODE_61_length_558_cov_22.312896	IncX-SG17-135.gb	100	11	0	0	57	67	15469	15459	6.5	21.1
NODE_62_length_532_cov_192.756152	IncX-SG17-135.gb	83.333	24	2	1	122	143	289	312	1.8	22.9
NODE_63_length_489_cov_160.670792	IncX-SG17-135.gb	100	11	0	0	403	413	7297	7307	5.7	21.1
NODE_63_length_489_cov_160.670792	IncX-SG17-135.gb	100	11	0	0	230	240	14383	14393	5.7	21.1
NODE_63_length_489_cov_160.670792	IncX-SG17-135.gb	100	11	0	0	156	166	19248	19238	5.7	21.1
NODE_63_length_489_cov_160.670792	IncX-SG17-135.gb	100	11	0	0	386	396	27238	27228	5.7	21.1
NODE_64_length_450_cov_19.991781	IncX-SG17-135.gb	100	450	0	0	1	450	24887	24438	0	812
NODE_64_length_450_cov_19.991781	IncX-SG17-135.gb	94.222	450	26	0	1	450	22812	22363	0	695
NODE_64_length_450_cov_19.991781	IncX-SG17-135.gb	100	12	0	0	11	22	22612	22623	1.5	22.9
NODE_64_length_450_cov_19.991781	IncX-SG17-135.gb	92.857	14	1	0	189	202	12703	12690	5.2	21.1
NODE_64_length_450_cov_19.991781	IncX-SG17-135.gb	100	11	0	0	258	268	17980	17970	5.2	21.1
NODE_64_length_450_cov_19.991781	IncX-SG17-135.gb	100	11	0	0	258	268	18649	18639	5.2	21.1
NODE_64_length_450_cov_19.991781	IncX-SG17-135.gb	100	11	0	0	319	329	20306	20316	5.2	21.1
NODE_66_length_438_cov_4.124646	IncX-SG17-135.gb	100	12	0	0	59	70	6416	6427	1.5	22.9
NODE_66_length_438_cov_4.124646	IncX-SG17-135.gb	100	12	0	0	55	66	10906	10895	1.5	22.9
NODE_66_length_438_cov_4.124646	IncX-SG17-135.gb	100	12	0	0	33	44	22281	22292	1.5	22.9
NODE_66_length_438_cov_4.124646	IncX-SG17-135.gb	100	12	0	0	33	44	24356	24367	1.5	22.9
NODE_66_length_438_cov_4.124646	IncX-SG17-135.gb	100	11	0	0	291	301	14974	14984	5.1	21.1
NODE_66_length_438_cov_4.124646	IncX-SG17-135.gb	92.857	14	1	0	350	363	20914	20927	5.1	21.1
NODE_66_length_438_cov_4.124646	IncX-SG17-135.gb	100	11	0	0	178	188	21333	21343	5.1	21.1
NODE_67_length_413_cov_28.996951	IncX-SG17-135.gb	99.758	413	1	0	1	413	22035	22447	0	740
NODE_67_length_413_cov_28.996951	IncX-SG17-135.gb	97.821	413	9	0	1	413	24110	24522	0	704
NODE_67_length_413_cov_28.996951	IncX-SG17-135.gb	93.333	15	1	0	35	49	6558	6544	1.4	22.9
NODE_67_length_413_cov_28.996951	IncX-SG17-135.gb	92.857	14	1	0	66	79	11969	11982	4.8	21.1
NODE_67_length_413_cov_28.996951	IncX-SG17-135.gb	100	11	0	0	193	203	21204	21194	4.8	21.1
NODE_67_length_413_cov_28.996951	IncX-SG17-135.gb	100	11	0	0	320	330	21705	21715	4.8	21.1
NODE_67_length_413_cov_28.996951	IncX-SG17-135.gb	100	11	0	0	242	252	25069	25079	4.8	21.1
NODE_69_length_399_cov_12.926752	IncX-SG17-135.gb	82.609	23	1	1	326	348	4203	4184	1.3	22.9
NODE_69_length_399_cov_12.926752	IncX-SG17-135.gb	100	11	0	0	322	332	4492	4482	4.6	21.1
NODE_69_length_399_cov_12.926752	IncX-SG17-135.gb	100	11	0	0	54	64	14201	14211	4.6	21.1
NODE_69_length_399_cov_12.926752	IncX-SG17-135.gb	100	11	0	0	333	343	15459	15469	4.6	21.1
NODE_69_length_399_cov_12.926752	IncX-SG17-135.gb	100	11	0	0	203	213	19705	19695	4.6	21.1
NODE_69_length_399_cov_12.926752	IncX-SG17-135.gb	100	11	0	0	263	273	24792	24802	4.6	21.1
NODE_6_length_271379_cov_6.381413	IncX-SG17-135.gb	87.5	32	3	1	196969	197000	10498	10528	0.042	37.4
NODE_6_length_271379_cov_6.381413	IncX-SG17-135.gb	95	20	1	0	186186	186205	2456	2475	1.8	31.9
NODE_6_length_271379_cov_6.381413	IncX-SG17-135.gb	88.462	26	1	1	52189	52214	14150	14173	1.8	31.9
NODE_6_length_271379_cov_6.381413	IncX-SG17-135.gb	100	17	0	0	23816	23832	23798	23782	1.8	31.9
NODE_6_length_271379_cov_6.381413	IncX-SG17-135.gb	94.737	19	1	0	37456	37474	715	733	6.3	30.1
NODE_6_length_271379_cov_6.381413	IncX-SG17-135.gb	84.615	26	4	0	93668	93693	1737	1762	6.3	30.1
NODE_6_length_271379_cov_6.381413	IncX-SG17-135.gb	94.737	19	1	0	228566	228584	3041	3059	6.3	30.1
NODE_6_length_271379_cov_6.381413	IncX-SG17-135.gb	94.737	19	1	0	271341	271359	5111	5093	6.3	30.1
NODE_6_length_271379_cov_6.381413	IncX-SG17-135.gb	84.615	26	4	0	147944	147969	5139	5114	6.3	30.1
NODE_6_length_271379_cov_6.381413	IncX-SG17-135.gb	87.5	24	3	0	158050	158073	7111	7088	6.3	30.1
NODE_6_length_271379_cov_6.381413	IncX-SG17-135.gb	90.476	21	2	0	262725	262745	7422	7442	6.3	30.1
NODE_6_length_271379_cov_6.381413	IncX-SG17-135.gb	90.476	21	2	0	135612	135632	7513	7493	6.3	30.1
NODE_6_length_271379_cov_6.381413	IncX-SG17-135.gb	94.737	19	1	0	219808	219826	10405	10387	6.3	30.1
NODE_6_length_271379_cov_6.381413	IncX-SG17-135.gb	100	16	0	0	218806	218821	10582	10567	6.3	30.1
NODE_6_length_271379_cov_6.381413	IncX-SG17-135.gb	100	16	0	0	146754	146769	12538	12553	6.3	30.1
NODE_6_length_271379_cov_6.381413	IncX-SG17-135.gb	100	16	0	0	51231	51246	12735	12720	6.3	30.1
NODE_6_length_271379_cov_6.381413	IncX-SG17-135.gb	94.737	19	1	0	162352	162370	23149	23167	6.3	30.1
NODE_6_length_271379_cov_6.381413	IncX-SG17-135.gb	100	16	0	0	27701	27716	23527	23512	6.3	30.1
NODE_6_length_271379_cov_6.381413	IncX-SG17-135.gb	100	16	0	0	44585	44600	26522	26537	6.3	30.1
NODE_70_length_348_cov_4.429658	IncX-SG17-135.gb	88	25	2	1	313	337	1723	1746	0.027	28.3
NODE_70_length_348_cov_4.429658	IncX-SG17-135.gb	89.474	19	2	0	179	197	9417	9435	0.094	26.5
NODE_70_length_348_cov_4.429658	IncX-SG17-135.gb	93.333	15	1	0	186	200	7892	7878	1.1	22.9
NODE_70_length_348_cov_4.429658	IncX-SG17-135.gb	93.333	15	1	0	165	179	12135	12149	1.1	22.9
NODE_70_length_348_cov_4.429658	IncX-SG17-135.gb	100	11	0	0	265	275	6413	6423	4	21.1
NODE_70_length_348_cov_4.429658	IncX-SG17-135.gb	92.857	14	1	0	182	195	6985	6998	4	21.1
NODE_70_length_348_cov_4.429658	IncX-SG17-135.gb	100	11	0	0	214	224	9416	9426	4	21.1
NODE_70_length_348_cov_4.429658	IncX-SG17-135.gb	92.857	14	1	0	23	36	12143	12130	4	21.1
NODE_70_length_348_cov_4.429658	IncX-SG17-135.gb	100	11	0	0	184	194	17395	17405	4	21.1
NODE_70_length_348_cov_4.429658	IncX-SG17-135.gb	100	11	0	0	5	15	21416	21406	4	21.1
NODE_70_length_348_cov_4.429658	IncX-SG17-135.gb	100	11	0	0	142	152	22642	22652	4	21.1
NODE_70_length_348_cov_4.429658	IncX-SG17-135.gb	92.857	14	1	0	277	290	25302	25289	4	21.1
NODE_71_length_341_cov_5.675781	IncX-SG17-135.gb	100	11	0	0	177	187	8597	8607	3.9	21.1
NODE_73_length_317_cov_5.379310	IncX-SG17-135.gb	100	13	0	0	205	217	13466	13478	0.3	24.7
NODE_73_length_317_cov_5.379310	IncX-SG17-135.gb	100	11	0	0	93	103	2175	2185	3.6	21.1
NODE_73_length_317_cov_5.379310	IncX-SG17-135.gb	92.857	14	1	0	202	215	2257	2244	3.6	21.1
NODE_74_length_305_cov_0.609091	IncX-SG17-135.gb	100	12	0	0	55	66	15844	15855	0.99	22.9
NODE_74_length_305_cov_0.609091	IncX-SG17-135.gb	89.474	19	0	1	240	256	19426	19444	0.99	22.9
NODE_74_length_305_cov_0.609091	IncX-SG17-135.gb	100	11	0	0	142	152	12167	12177	3.5	21.1
NODE_74_length_305_cov_0.609091	IncX-SG17-135.gb	100	11	0	0	143	153	18120	18110	3.5	21.1
NODE_74_length_305_cov_0.609091	IncX-SG17-135.gb	100	11	0	0	143	153	18789	18779	3.5	21.1
NODE_74_length_305_cov_0.609091	IncX-SG17-135.gb	100	11	0	0	45	55	25431	25421	3.5	21.1
NODE_75_length_301_cov_6.300926	IncX-SG17-135.gb	100	12	0	0	85	96	6805	6816	0.98	22.9
NODE_75_length_301_cov_6.300926	IncX-SG17-135.gb	100	12	0	0	51	62	19235	19246	0.98	22.9
NODE_75_length_301_cov_6.300926	IncX-SG17-135.gb	100	11	0	0	50	60	20808	20798	3.4	21.1
NODE_75_length_301_cov_6.300926	IncX-SG17-135.gb	100	11	0	0	111	121	20799	20809	3.4	21.1
NODE_76_length_293_cov_9.326923	IncX-SG17-135.gb	100	12	0	0	97	108	924	935	0.95	22.9
NODE_76_length_293_cov_9.326923	IncX-SG17-135.gb	100	11	0	0	282	292	25146	25136	3.3	21.1
NODE_77_length_286_cov_7.069652	IncX-SG17-135.gb	100	11	0	0	243	253	3311	3301	3.2	21.1
NODE_77_length_286_cov_7.069652	IncX-SG17-135.gb	100	11	0	0	163	173	14163	14153	3.2	21.1
NODE_77_length_286_cov_7.069652	IncX-SG17-135.gb	100	11	0	0	271	281	14211	14201	3.2	21.1
NODE_77_length_286_cov_7.069652	IncX-SG17-135.gb	100	11	0	0	163	173	14537	14527	3.2	21.1
NODE_77_length_286_cov_7.069652	IncX-SG17-135.gb	100	11	0	0	37	47	19695	19705	3.2	21.1
NODE_78_length_284_cov_5.944724	IncX-SG17-135.gb	100	12	0	0	14	25	6722	6711	0.92	22.9
NODE_78_length_284_cov_5.944724	IncX-SG17-135.gb	100	11	0	0	148	158	9143	9153	3.2	21.1
NODE_7_length_185883_cov_6.930021	IncX-SG17-135.gb	92	25	2	0	41233	41257	4661	4637	0.029	37.4
NODE_7_length_185883_cov_6.930021	IncX-SG17-135.gb	100	20	0	0	132612	132631	13637	13618	0.029	37.4
NODE_7_length_185883_cov_6.930021	IncX-SG17-135.gb	100	19	0	0	17582	17600	2832	2814	0.1	35.6
NODE_7_length_185883_cov_6.930021	IncX-SG17-135.gb	91.667	24	2	0	68806	68829	7428	7451	0.1	35.6
NODE_7_length_185883_cov_6.930021	IncX-SG17-135.gb	85.714	28	4	0	141712	141739	11617	11644	0.35	33.7
NODE_7_length_185883_cov_6.930021	IncX-SG17-135.gb	95	20	1	0	79371	79390	6917	6936	1.2	31.9
NODE_7_length_185883_cov_6.930021	IncX-SG17-135.gb	100	17	0	0	89235	89251	7538	7554	1.2	31.9
NODE_7_length_185883_cov_6.930021	IncX-SG17-135.gb	95	20	1	0	7063	7082	22245	22226	1.2	31.9
